Community,Replicate,Plate,mgCO2.7,mgCO2.14,CPM7,CPM14,pgRPC.7,pgRPC.14,ATP1,ATP4,ATP7,ATP14,mG7,mG14,mN7,mN14,mX7,mX14,mP7,mP14
HW07,4,A,6.80E-03,2.90E-01,169200,470800,0.040025503,0.626119,4819.8,3160.6,1971.8,2394.4,53.6,31.6,6.4,5.2,7.6,6,81.6,174
HW08,1,A,1.10E+00,5.90E-01,1664600,318800,0.686217286,1.851757432,14.6,16,27.4,23.2,4.4,5.2,4.8,4.8,5.2,4.8,30.4,97.6
HW08,2,A,7.70E-01,6.80E-01,379200,245400,2.036538579,2.773271617,14.2,8.4,7.6,11.8,4,4,4.4,4.4,5.2,5.2,40.4,73.2
HW08,3,A,8.00E-01,5.50E-01,846200,210600,0.950953629,2.590181642,12,15.6,70.6,20,5.6,5.2,4,4.4,5.6,5.2,55.6,48
HW08,4,A,6.40E-03,2.30E-01,134000,230600,0.04761717,1.006858643,20,15.6,10.2,11,5.6,5.2,6.4,4.4,4.8,6,50.8,98
HW09,1,A,1.80E+00,9.00E-01,1016800,922800,1.786621172,0.978990516,741,2258,9832.8,7128.6,16,12.4,4.8,6,9.2,5.6,101.2,137.6
HW09,2,A,7.90E-01,7.30E-01,207000,747600,3.828111137,0.980520367,3144.2,9837.6,4616.4,4489,8,28.4,4.8,5.6,5.6,6.4,75.2,182
HW09,3,A,8.80E-01,4.70E-01,249400,296000,3.533487986,1.593134007,1464.2,7298.2,4263.4,4085.4,18.8,15.2,4.4,4.4,7.2,5.6,70,89.6
HW09,4,A,1.60E-03,3.30E-01,97400,107600,0.016040726,3.069077947,3089.2,6372,5271.6,2991,14.4,18,6.8,4.8,5.2,6,89.2,147.6
HW10,1,A,1.60E+00,1.00E+00,1616200,451000,1.018162098,2.283929784,24.4,167.8,1346.4,17527.4,4.8,6.8,4.4,4.4,5.2,5.2,43.6,224.8
HW10,2,A,1.20E+00,9.10E-01,466400,1655400,2.471904508,0.551158418,28.6,3026.6,8624.6,14109.4,4.4,4.8,4.4,4.8,5.2,5.6,53.2,126
HW10,3,A,8.30E-01,6.50E-01,80800,1505200,10.32024571,0.430697187,19,768.6,2476.6,8776.4,8.4,6,4.8,4.4,5.6,5.2,63.6,62
HW10,4,A,5.40E-03,3.40E-01,190600,722600,0.028415673,0.475292583,33.4,2624.8,8251.6,7559.2,6.4,5.6,6.4,4.4,5.2,6,67.2,125.2
HW11,1,A,2.00E+00,1.20E+00,1687400,739600,1.162054474,1.639496475,4286,1940.8,26214,7202.2,55.6,19.2,5.2,6,8.8,6,761.2,706
HW11,2,A,1.30E+00,1.10E+00,215400,870800,6.214144898,1.251989758,8956.8,4097.2,4543.4,3983.4,9.6,9.2,4.8,4.8,5.2,5.6,186.8,281.6
HW11,3,A,1.10E+00,6.40E-01,84000,1248800,12.73690068,0.513505099,5995.4,1586.4,2387.4,2925.2,28,16.8,4.8,4.4,6,5.6,85.2,185.2
HW11,4,A,2.90E-02,3.90E-01,91000,721200,0.321461567,0.534338372,4974.2,1633.6,3065.8,1568.4,11.6,6.8,6,4.4,5.2,5.6,149.2,171.6
HW12,1,A,2.30E+00,1.20E+00,1318600,373600,1.717732689,3.20150364,5750.4,3379.2,33541.2,13306.2,130.4,442,4.8,6.4,8,16.4,2772.8,6581.6
HW12,2,A,8.20E-01,7.20E-01,280400,503200,2.928955877,1.426386504,5200.4,2428,4626.6,3063.2,7.6,6.4,6,4.8,7.6,8.4,65.6,190.4
HW12,3,A,1.00E+00,8.90E-01,42400,913800,24.40976415,0.969197243,3311.4,5725,5816.4,5521.2,238,107.2,4.8,4.4,8.8,5.6,467.6,1705.2
HW12,4,A,2.50E-02,3.60E-01,152600,585800,0.161152583,0.61736006,3901,1634.4,4371.8,3393.2,48.8,49.2,7.2,4.4,5.2,6.8,854.4,858
HW13,1,A,2.00E+00,8.40E-01,1617800,567600,1.21204767,1.484056141,12388.2,8231,10089.6,5541,6.4,18.4,5.6,5.6,6,7.6,410.8,757.6
HW13,2,A,1.00E+00,5.80E-01,442400,730800,2.2515139,0.794355734,8400.2,6061.6,8036,6744.4,30,28,12.8,12.8,7.2,8.8,704.8,832.8
HW13,3,A,9.80E-01,7.90E-01,364400,910800,2.694168951,0.870025258,4486.2,10731.8,5189.4,5540.2,52.4,18.8,5.2,5.6,6,6,182.4,791.6
HW13,4,A,1.60E-02,4.00E-01,151200,780600,0.108428789,0.515777599,8160,2076.4,3459.4,3765.4,23.2,32,7.2,14,10,8.4,457.2,648.4
HW14,1,A,2.00E+00,1.10E+00,1292200,186800,1.560126017,6.08669286,28368.6,6848.2,29469.6,14685.4,33.6,45.6,9.2,10.4,12.4,8,964,1350.4
HW14,2,A,1.10E+00,1.10E+00,299400,607400,3.573479149,1.786505839,2441.6,4684,4067.8,5211.2,15.6,20.8,8,10,8.8,9.6,348.8,661.2
HW14,3,A,1.00E+00,9.00E-01,513200,1062600,1.978542729,0.845989742,5930.4,7530.8,12354.4,7974.6,119.6,39.6,6.8,8.4,6.4,7.6,131.6,820
HW14,4,A,2.50E-02,6.60E-01,94600,702200,0.267140904,0.933296272,2602.4,1844.2,2433.6,3487.6,22.4,23.6,10.8,8,7.6,8.8,336,447.6
HW15,1,A,2.00E+00,1.20E+00,1061000,689200,1.877688198,1.791658553,20317.8,15429,12935.6,6879.8,8.8,17.2,6.4,6.4,7.2,6.4,534.4,810
HW15,2,A,7.40E-01,7.40E-01,229400,623000,3.246071158,1.18902664,5157.8,6053.8,4809.2,5193.2,12.4,10.4,5.2,5.6,8,7.6,266,502.8
HW15,3,A,9.50E-01,6.60E-01,302600,697400,3.151255386,0.939719877,7370.6,13829.2,10498.6,8903,44.8,10.8,6,4.8,6.4,4.8,121.6,385.2
HW15,4,A,1.30E-02,3.00E-01,243600,240600,0.053925045,1.241891332,4008.8,2144.6,2969.4,2343.4,14.8,10,10.4,4.8,6,7.2,229.6,288
HW16,1,A,2.30E+00,1.20E+00,2184600,351400,1.032850002,3.280865859,8055.8,7710.8,17804.6,17905.6,25.6,34.8,8,8,8,6.8,1189.6,1434.4
HW16,2,A,1.00E+00,8.00E-01,270400,397200,3.845830345,2.025923869,7042.8,6224.4,5713.6,5765.4,20,22,10,12,6,7.2,601.6,882.4
HW16,3,A,1.10E+00,6.70E-01,717400,434600,1.47035071,1.532621239,8096.8,7742.2,8230.2,7650.8,137.6,58.8,6.8,8,8,6.4,166.8,1103.2
HW16,4,A,1.90E-02,2.80E-01,182000,294200,0.106224962,0.948591968,4246.8,2857.4,2863,3469.8,18.4,21.2,6.8,8,8,6.4,454,680.4
LW01,1,F,1.10E-01,6.70E-02,28800,21000,3.84506548,3.201886832,10.8,6.6,4.8,5022.6,4.8,18,4.4,5.2,4.8,5.2,37.2,933.6
LW01,2,F,5.80E-01,7.00E-01,26000,154000,22.45296373,4.563041067,8,11.2,8.8,4727.4,4,4.8,4,6.8,5.2,5.2,42.4,278
LW01,3,F,3.50E-01,4.60E-01,99600,90600,3.515999801,5.0821923,6.2,3.8,8.4,2170.4,5.6,26.4,5.6,6,6,6,59.6,825.2
LW01,4,F,1.70E-01,1.10E-01,339000,113600,0.497862601,0.974805333,5157.2,6.2,7,10.6,10,6.4,4.8,4.8,5.2,6.4,75.6,73.2
LW02,1,F,8.30E-02,1.90E-01,150800,45200,0.550082344,4.134211228,9.8,5.4,5.2,4897.8,4.8,15.6,4.4,5.2,4.8,4.8,36.4,1025.2
LW02,2,F,5.80E-01,7.30E-01,23000,36400,25.38161117,19.92770546,7.8,10.6,7.6,3608.8,4,4.8,4,5.6,4.8,5.6,42,250.4
LW02,3,F,4.00E-01,5.60E-01,10600,39800,37.2788874,14.18094619,4.8,4,7.4,1455,5.6,26.8,5.2,5.6,6,6,60.4,769.2
LW02,4,F,2.00E-01,2.10E-01,150400,25200,1.310928614,8.186858898,3694.8,6.2,6.8,8.4,5.2,5.6,4.8,4.8,5.2,6.4,52.8,75.2
LW03,1,F,1.40E-01,1.10E-01,76800,7600,1.821606745,14.83325926,1766,1052,585,4406.8,5.2,22.8,4.8,6,5.2,6.4,307.6,196
LW03,2,F,6.10E-01,6.60E-01,73600,60400,8.338709299,10.90925441,3087.2,1234,466.2,1654.4,4.8,8.4,4.8,5.2,5.6,6,220.8,249.6
LW03,3,F,3.50E-01,4.00E-01,79600,130400,4.342776493,3.049322697,1319,633.2,431.6,348.2,6.4,6.8,5.6,5.6,6,6,131.2,134.8
LW03,4,F,1.90E-01,1.60E-01,186000,50400,1.004657782,3.090122296,4368,640.4,583.2,815.4,20,16.4,8,5.2,6,6.8,443.6,162
LW04,1,F,1.20E-01,1.30E-01,462200,64600,0.254938791,1.972551551,4126.6,2746.6,1727.6,3523.4,11.2,20.8,4.4,6.8,6.8,6.4,67.6,91.2
LW04,2,F,8.20E-01,8.30E-01,16200,63400,50.69624864,13.01991823,8555,2821.6,1469.8,3283.8,8.8,34.8,5.2,10.8,6.8,7.2,50,184.4
LW04,3,F,3.80E-01,4.60E-01,42000,124600,8.946401148,3.695398253,2850.8,2295.4,1735,1389.4,14.4,28,5.2,8.4,7.2,6.4,94.8,136
LW04,4,F,2.10E-01,2.10E-01,416000,58800,0.503422458,3.588329657,4697,1447.8,1469.6,1335.4,7.6,20.4,6,6,5.2,7.6,1055.2,84.4
LW05,1,F,1.20E-01,6.30E-02,3200,514800,36.82272164,0.121434934,14.6,8.2,7.4,4015.4,4.4,6.8,4.4,5.6,4.8,5.2,36.4,287.2
LW05,2,F,5.60E-01,5.50E-01,211800,186000,2.63478322,2.966365785,15,13.6,11,8929.4,4,6.8,4,5.2,4.4,5.2,40.8,887.2
LW05,3,F,3.40E-01,4.50E-01,183800,294800,1.856464945,1.515643194,9,8,11,2391.2,4.8,108.8,5.2,5.6,5.6,6.8,58.4,1118
LW05,4,F,1.50E-01,1.10E-01,292000,261000,0.524743128,0.431926323,3609,12,12.8,9.2,5.2,6,5.2,4.8,5.2,6.4,52.4,72
LW06,1,F,1.80E-01,7.10E-02,5600,179000,32.34976699,0.399380225,9.4,6,6.2,3339.4,4.4,14.8,4.4,5.6,4.8,5.6,35.6,421.6
LW06,2,F,8.30E-01,6.00E-01,60200,136800,13.71200691,4.363715515,7.6,12,8.8,4078,4,14,4,5.2,5.2,6.8,40,257.6
LW06,3,F,4.70E-01,4.10E-01,120000,206600,3.92973055,1.985364648,7.2,5.4,8.2,1665.8,5.2,30,4.8,5.6,5.6,6,60,854.8
LW06,4,F,3.20E-01,1.60E-01,356400,209000,0.884631742,0.745177817,3838.6,8.8,8.8,7.6,12.4,5.6,7.2,4.8,6,6.4,176.4,72.8
LW07,1,F,1.70E-01,1.10E-01,800,67600,214.3412857,1.697534342,11.2,7.2,6,8943.2,4.8,20.8,4.4,5.6,4.8,5.2,36,654.4
LW07,2,F,1.10E+00,6.40E-01,29800,106400,35.39696643,6.026928264,7.6,15.2,10.6,5581,4,6.8,4,5.2,5.2,5.6,41.2,165.2
LW07,3,F,7.60E-01,6.70E-01,49800,216200,15.18859177,3.114204746,7.4,8,8.2,2020.8,5.2,28,5.2,5.6,6,6,58.8,868
LW07,4,F,9.70E-02,2.50E-01,102800,58000,0.939439566,4.240599854,2275.8,9.4,9.8,7,10,5.6,5.6,4.8,6.4,6,134,70.8
LW08,1,F,1.70E-01,1.20E-01,100200,60800,1.697808252,2.042249739,13,11.4,14.8,7438.2,4.4,5.6,4.4,5.2,4.8,5.2,34,86
LW08,2,F,8.20E-01,8.30E-01,53600,57800,15.24460601,14.2813636,8,19.6,45.2,4940.6,6,7.2,4.8,5.2,4.8,5.6,44,159.2
LW08,3,F,5.60E-01,5.40E-01,39800,82000,14.02128357,6.576725429,8.4,7.4,10.8,1827.6,5.2,25.6,5.2,6,6,5.6,60.4,816.4
LW08,4,F,2.10E-01,1.40E-01,196400,17800,1.050452364,7.663743281,3184.6,13.8,12.6,12.8,5.2,5.6,4.8,4.8,4.8,6,51.2,66.8
LW09,1,F,1.60E-01,1.40E-01,182600,154600,0.902444252,0.912516506,485,290.4,199.2,5656,4.4,10.8,4.4,7.6,5.2,6.4,34,93.6
LW09,2,F,6.20E-01,7.90E-01,81800,20000,7.585963882,39.41782057,216.8,178,113.6,2593,4,5.2,4,5.2,5.2,5.2,41.2,184.4
LW09,3,F,4.90E-01,4.30E-01,39600,67800,12.41140184,6.315822823,157.6,1109.2,2428.2,2046.2,17.2,28.4,5.2,5.6,10.4,6.8,61.6,662
LW09,4,F,1.90E-01,1.60E-01,311600,33800,0.599699446,4.721106086,4686.6,109.8,102.4,72.4,26,6,22.8,4.8,5.6,6.4,76.4,67.2
LW10,1,F,1.70E-01,9.80E-02,70600,205800,2.448064777,0.478051868,2706.8,6654.8,2881.8,4635,39.2,24,4.8,5.6,6,5.6,635.6,697.6
LW10,2,F,5.90E-01,4.90E-01,65400,112800,9.026609625,4.382857058,4148.2,6277,3064.8,3533,18,19.6,5.6,6.8,5.6,5.6,455.6,1213.6
LW10,3,F,5.40E-01,2.40E-01,91600,251400,5.887461629,0.971367893,5191,4867.4,2898.2,2179.2,42,28.4,5.6,6,6.4,6.4,536.8,548.4
LW10,4,F,2.40E-01,1.50E-01,288600,77200,0.828125369,2.001034951,3047.8,4536.6,4305.6,2739.6,9.6,24.8,10.8,6.4,5.2,6.8,74.4,517.2
LW11,1,F,1.80E-01,2.00E-01,140000,89000,1.29399068,2.283453301,4079.2,8539.8,3169.8,5191.8,14,10.4,4.4,5.2,5.2,5.6,935.2,719.6
LW11,2,F,6.30E-01,8.30E-01,29400,31000,21.3397499,26.89922108,5154.8,6207.8,2178.8,3353.8,6,8.8,4,4.8,5.2,5.6,282,562.8
LW11,3,F,5.50E-01,5.30E-01,29800,40400,18.62044083,13.12092646,4765.6,2399.8,3225.4,2330,12.4,12.4,5.6,6,5.6,6,490,485.6
LW11,4,F,2.50E-01,2.50E-01,42000,18400,5.940182573,13.46286461,1878.2,5281.8,3142.2,2874,5.6,12.8,4.8,4.8,5.2,6.8,58,606
LW12,1,F,1.40E-01,8.00E-02,254200,216600,0.559629351,0.368307043,12.6,8.4,22.6,5542.2,4.4,16,4.4,5.2,4.8,5.6,37.6,637.6
LW12,2,F,6.80E-01,8.80E-01,55400,43000,12.2187537,20.49423032,10.2,12.4,1131.4,3461.4,5.2,6.4,4,4.8,5.6,5.2,43.6,168.4
LW12,3,F,5.10E-01,4.70E-01,39000,174000,13.2049612,2.678065111,7.6,7,10,1541,5.2,25.6,5.6,6,6,6,61.2,724
LW12,4,F,2.80E-01,2.20E-01,305200,140600,0.901855515,1.545935557,1978,12,11,2716.4,13.2,6,5.6,4.8,5.6,6.4,232,82
OWW01,1,E,1.30E+00,5.40E-01,314800,486600,4.066601718,1.101952634,7334.4,10189.2,4740.8,12228.8,8,12,4.8,6.4,5.6,5.2,99.2,1335.2
OWW01,2,E,8.90E-02,1.90E-01,12000,65200,7.394118119,2.955551422,4039.8,6707.4,4941.4,8335.2,15.2,33.2,5.2,5.6,5.6,6.4,542,405.6
OWW01,3,E,1.60E-01,1.00E-01,62800,182800,2.520523587,0.558387356,7874,21083,7883,5005.6,739.2,16,6,6.8,5.2,5.6,19.6,1030
OWW01,4,E,2.80E-02,1.80E-01,40400,62400,0.687046851,2.835911721,7201,10557.8,6073.2,4143.8,13.6,17.6,6.4,8.8,8,6.4,612.4,536.4
OWW02,1,E,7.60E-01,5.90E-01,3203400,34600,0.237352693,17.15727341,8347.6,13325.4,4469,10339.8,5.2,15.6,4.8,6,5.6,6,63.2,512.8
OWW02,2,E,9.20E-02,2.20E-01,38600,61000,2.387492667,3.616263202,4696.4,2968.6,2791,5357.4,5.2,10,4.4,4.8,5.6,5.6,43.2,48
OWW02,3,E,2.00E-01,3.70E-01,49000,212800,4.116307133,1.754567815,8448.8,17537.2,5707.4,3911.2,219.2,21.6,5.6,6.4,4.8,5.6,14,308.4
OWW02,4,E,3.20E-02,3.60E-01,28800,56200,1.097389715,6.435044901,4325.6,3871.6,6140.2,3710.6,13.6,9.6,7.2,7.2,7.6,6,216.8,191.6
OWW03,1,E,6.60E-01,6.50E-01,337800,91200,1.961193424,7.147106717,5120.8,10521.4,4172.6,15338,12,60.4,8,14,6,7.2,73.6,1464.4
OWW03,2,E,6.90E-02,1.70E-01,30400,81600,2.257742244,2.084808663,5247.8,9962.4,4760,8514.2,16.8,27.6,6.4,11.2,7.6,10.4,266.4,480.8
OWW03,3,E,1.90E-01,2.50E-01,24000,222200,7.846382748,1.146962552,7853.2,16458.2,7713.8,4842.4,722.8,42.8,8.4,15.2,5.2,5.6,30.8,601.2
OWW03,4,E,9.00E-03,2.40E-01,1200,50800,7.494698164,4.637236222,5150.2,4174.4,3974.8,1973.8,26.4,16.4,6.8,6.8,17.6,6.4,487.6,641.6
OWW04,1,E,7.40E-01,7.80E-01,134000,150200,5.499201805,5.221762918,14697.8,5590.2,3393.6,5463,10.4,23.2,7.6,8.4,6,6.8,39.2,415.2
OWW04,2,E,4.60E-02,1.40E-01,23200,70600,2.004279493,1.932218561,6663.8,5111,2970.8,7008.6,4.8,6.4,4,3.6,4.8,4.8,326.8,759.6
OWW04,3,E,2.10E-01,3.90E-01,37600,256400,5.695723107,1.521990937,24721.2,9355.8,3790.6,3760.8,379.6,20,7.2,9.2,6.8,6.4,18.4,414.8
OWW04,4,E,2.50E-02,3.50E-01,33400,41000,0.736283959,8.596673711,4197,6321.4,5501.8,5400.2,18,32.4,8,5.2,5.6,9.2,319.6,624.4
OWW05,1,E,8.80E-01,8.60E-01,190000,63000,4.615089915,13.57424688,2363.4,12095.6,2116.2,12572,5.6,56,5.2,6.4,5.6,6,19.2,1434.4
OWW05,2,E,7.60E-02,1.20E-01,29600,47000,2.5651325,2.596388471,4597.4,3843.2,2676.4,8881.2,11.2,20.4,5.6,6,5.6,5.6,108.4,165.6
OWW05,3,E,1.80E-01,3.70E-01,22200,124400,8.224040843,2.944584648,4225.8,11880.6,6487.6,3844.4,708.4,24.8,6.4,6.8,5.2,6.4,34,394.8
OWW05,4,E,1.90E-02,4.50E-01,29000,37000,0.666653209,12.14905701,6988.8,5207.8,3714.4,4524.4,35.6,59.2,6.8,25.2,6.8,7.6,446,613.6
OWW06,1,E,1.20E+00,8.50E-01,361400,196400,3.324738152,4.332415086,2544,11379.6,2731,12131.2,5.2,11.6,6,7.2,5.6,7.6,12.4,78.8
OWW06,2,E,8.00E-02,9.20E-02,52000,109200,1.534140492,0.843930558,5712.4,8307.6,5369.4,9706.2,11.6,26,4.8,6,5.2,6.4,316,369.6
OWW06,3,E,3.60E-01,5.40E-01,34800,315800,10.4589822,1.707699446,3727.8,3844,3364.2,3210.2,52,11.2,5.6,6.8,6,6,6.4,78.8
OWW06,4,E,2.90E-02,5.10E-01,46400,105400,0.630452643,4.857803959,5358,6260.6,4344.8,6672.2,31.6,35.6,9.6,7.2,8,9.2,272.4,940.4
OWW07,1,E,1.50E+00,1.00E+00,516000,389200,2.942959642,2.621427111,3438.4,9437.8,10669.4,8795.6,50.4,26,16.8,12.4,9.6,12,148.8,971.6
OWW07,2,E,8.70E-02,1.20E-01,18800,143400,4.630335102,0.814503058,13092,8954,2287,6577.6,8,18,4.4,4,4.8,6,99.2,140
OWW07,3,E,4.10E-01,6.60E-01,75000,561000,5.50291917,1.18091112,9322.2,10521.6,7998.6,4740.6,456,19.6,8.4,11.2,6.8,10.4,24.4,572.8
OWW07,4,E,3.80E-02,4.20E-01,64800,125800,0.5804987,3.341928682,6059.6,4287.2,2850.6,2288,21.2,13.2,7.2,5.2,6.4,6.4,406.8,383.6
OWW08,1,E,1.10E+00,9.40E-01,85800,245400,12.46969297,3.810535817,4657,9209.6,2415.4,4947.2,4.4,9.2,4.4,4.4,5.6,5.2,121.6,870
OWW08,2,E,1.50E-01,1.70E-01,44000,153000,3.342271952,1.085675914,8906,7144,4088,9093.6,6,20.8,4,4.4,4.8,4.4,139.6,158
OWW08,3,E,1.40E-01,5.10E-01,61200,241600,2.247862957,2.094734379,7966.8,10534.6,4897.4,3484,682.4,7.2,4.4,5.2,5.2,5.2,5.2,840
OWW08,4,E,3.50E-02,3.30E-01,111000,167600,0.310961222,1.957437689,18,16.2,13.8,2257.8,5.6,40,6,6.4,4.8,8.8,94.4,612.4
OWW09,1,E,1.60E+00,8.90E-01,286000,251200,5.424045224,3.525686469,4058.8,8979.2,3977,12281.4,14.8,18.8,6.8,7.2,5.6,6,33.6,262.4
OWW09,2,E,8.50E-02,2.90E-01,10800,21800,7.906862484,13.15821934,8043.4,13875.4,4979.4,9727.8,10.4,21.6,5.6,8,4.8,5.6,564,745.2
OWW09,3,E,5.60E-01,4.30E-01,155200,253200,3.636608622,1.691203742,7515.8,6424.8,5188.6,3935.8,212.4,20.4,7.6,7.2,5.6,5.6,21.2,211.2
OWW09,4,E,5.40E-02,1.60E-01,80600,109200,0.667328702,1.473125966,5052.4,3637,2223.2,1691.2,8,10,6,4.8,5.2,6,204.4,401.2
OWW10,1,E,1.30E+00,1.00E+00,504800,132200,2.570282412,7.570910656,5822.4,14389,4295.2,9237.4,8.8,27.2,5.2,6.8,6.4,6.4,67.6,634
OWW10,2,E,1.10E-01,2.60E-01,44400,91600,2.40595318,2.841756351,7388.2,8609.8,4732.8,7718.6,8,24.4,4.4,4.8,4.8,5.2,174.8,250
OWW10,3,E,4.90E-01,9.00E-01,125000,412200,3.931932102,2.180855651,7060.4,24118.6,9313.8,4611.6,492,24.8,6.8,7.6,6.4,6.4,30.4,314.8
OWW10,4,E,2.30E-02,3.00E-01,44000,271600,0.528911374,1.115097681,3671.2,2989.8,2686.8,3067,12,9.6,6.4,4.8,6,6.4,163.2,243.2
OWW11,1,E,6.10E-01,6.00E-01,325800,8800,1.883759989,68.21411016,4274.2,9822,3325.2,6046.4,6,17.6,4.4,4.8,6.8,10.8,28.4,241.6
OWW11,2,E,2.80E-02,7.20E-02,1400,1800,20.08963817,40.11976702,10317.4,8153,3822.4,11002.8,13.6,32.4,6.4,8.4,4.8,5.6,375.2,535.6
OWW11,3,E,2.10E-01,3.50E-01,86800,164400,2.376830003,2.157811483,8523.8,8324.6,3385.2,2265.8,146.8,14.8,4.4,4.8,5.6,6.4,16,153.2
OWW11,4,E,3.00E-02,4.10E-01,19600,51800,1.551663099,7.820943911,6255.2,6507.6,4415.2,3952.2,16.8,21.6,8,4.8,4.8,6.4,99.2,204.8
OWW12,1,E,4.40E-01,5.90E-01,14800,11400,30.00809525,52.07382981,5127,8312.4,2162.6,12732.6,13.6,32.4,4,5.2,5.6,5.2,18.8,238.8
OWW12,2,E,2.20E-02,5.60E-02,1800,1600,12.22441498,34.73637161,7257.4,6462.2,3832.6,12051,5.2,11.2,9.2,4.4,4.8,4.8,154.4,291.2
OWW12,3,E,1.50E-01,3.00E-01,16400,44200,9.191290313,6.805992579,10191.8,9382.2,5541.2,4406,204,10.8,4.4,5.2,5.2,4.8,13.6,294
OWW12,4,E,2.60E-02,4.20E-01,26000,128200,0.998636696,3.239257669,5279.2,6439.6,3417.8,3936.4,23.6,23.2,9.6,13.6,10,7.6,408.8,751.2
OWW13,1,E,6.40E-01,5.80E-01,616000,560400,1.035349986,1.030097052,6576.8,6461,11202.6,10229.2,14,29.2,6.8,7.6,6.8,8,304.8,2113.6
OWW13,2,E,1.10E-01,3.00E-01,37000,55200,3.101441122,5.449725942,9014,4553.6,3960.4,9049.2,8.8,19.6,7.6,12,7.2,8.4,97.6,120.8
OWW13,3,E,2.30E-01,3.60E-01,99200,557800,2.27325476,0.648349809,7141.8,16008.4,6572.2,5250.2,1059.2,29.2,5.2,7.6,6,6.4,22.8,1488
OWW13,4,E,2.90E-02,5.50E-01,32400,145600,0.891161365,3.789450797,4477.8,4039,3548.6,4778.4,11.6,12,6.4,9.6,7.6,6,310.4,512.8
OWW14,1,E,3.30E-01,3.60E-01,196800,18200,1.689071475,19.99849344,6238.4,9824.4,4702,9780.6,9.2,43.2,5.2,5.6,5.6,5.6,94.8,644
OWW14,2,E,6.80E-02,1.50E-01,22600,228200,3.005969947,0.671450453,7054.4,6663.8,4326,10067.2,76,125.2,50.4,65.2,5.6,5.6,256.8,215.2
OWW14,3,E,8.50E-02,1.40E-01,52200,110200,1.635902583,1.290905454,5242.4,11057.4,5129.2,3249.4,356.4,53.2,4.8,5.2,5.2,5.6,44,384
OWW14,4,E,3.90E-02,5.10E-01,89400,222000,0.436286031,2.279674892,6380,5736.4,2689.4,2854.2,47.6,37.2,8.4,36,42.8,8.4,276.4,373.6
OWW15,1,E,5.70E-01,4.90E-01,377000,94200,1.505565901,5.217531983,11264,7526.8,6149,10451.8,7.2,42.4,7.6,28.4,5.6,10.4,35.6,1008
OWW15,2,E,7.40E-02,1.40E-01,23400,94400,3.180638643,1.432913351,21.4,29.2,16,25.6,4,4.4,4,3.6,4.8,4.4,33.6,31.6
OWW15,3,E,2.00E-01,3.60E-01,94800,539600,2.064011357,0.674522944,10420.6,15037,7749.8,3910.4,323.2,68.4,22.4,34,8,9.2,37.6,414.4
OWW15,4,E,2.00E-02,5.00E-01,10400,150800,1.913959116,3.297700649,4636,4424.4,2739.6,3568.8,15.6,24.4,6.8,7.2,7.2,7.6,380,662.8
OWW16,1,E,5.50E-01,7.40E-01,109000,147800,5.06187189,5.038218698,6258.4,7197.4,2679.6,7792.4,6.4,18,6,6.8,6,6.8,169.6,869.2
OWW16,2,E,1.10E-01,1.70E-01,35600,144400,3.166650854,1.178119023,8936.4,9919.4,8611.4,7852.6,21.6,33.6,5.2,4.8,6.4,6.8,826,491.2
OWW16,3,E,2.10E-01,8.10E-01,34800,264400,6.108398186,3.07472672,7461.2,8817.8,4502.4,3230.2,594.8,19.2,5.6,6.8,6,7.2,14.8,1155.6
OWW16,4,E,2.00E-02,3.60E-01,74200,109400,0.264387618,3.263577392,5121.6,3741.6,2926,1729.4,11.6,7.6,6.8,4,6,5.6,248.8,269.2
PH01,1,F,5.50E-02,9.30E-02,2800,98400,19.6344079,0.945414632,2608,2627.6,2584.8,3557.8,4.4,5.6,4.4,6,4.8,5.2,203.6,148.4
PH01,2,F,6.10E-01,9.10E-01,4600,52000,131.9521446,17.54591627,4525.6,2934.6,2929,3729.6,4,4.4,4.4,4.8,4.8,5.6,178.4,466.8
PH01,3,F,2.20E-01,4.30E-01,1200,323800,186.5499645,1.322460739,1807.2,1874,2457.8,2181,5.6,7.2,5.2,6,6,6,264.4,271.6
PH01,4,F,2.00E-02,3.90E-01,3000,4800,6.829821472,81.81079486,1671.6,1782.6,2300.8,1928.2,16,5.6,10.4,4.8,6,6.4,273.6,175.6
PH02,1,F,4.50E-02,1.60E-01,2400,89000,18.93532724,1.764177708,4796.6,9750,8441.8,18277.2,4.8,12.4,4.4,5.6,4.8,5.2,799.6,982.4
PH02,2,F,2.50E-01,1.10E+00,2400,16800,103.2152953,62.78747616,7382.6,10660.6,11312.6,12169,4,7.2,4.4,5.6,5.2,5.2,564,1554.4
PH02,3,F,2.90E-01,4.50E-01,2600,137400,112.607829,3.311188486,4782.4,7916.6,7665.2,8439.8,5.6,6.4,5.6,6,6,6,1010.4,1006
PH02,4,F,4.00E-02,2.00E-02,4400,2400,9.188180813,8.293822834,5345.6,5998.6,8011,7819.8,9.2,5.6,6.4,4.8,5.6,6.4,729.2,582.8
PH03,1,F,5.60E-02,1.80E-01,1600,58800,34.73637161,3.104995012,2087.8,2446.8,1032,1700.6,5.6,6,5.2,6.8,4.8,5.2,111.6,137.2
PH03,2,F,1.70E-01,9.40E-01,3200,21600,52.32440829,43.71783745,3049.6,3745,1807.4,2340.6,4.8,4.8,6,6.8,4.8,5.2,99.6,257.2
